Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-08 15:30:00+00:00,668.7000122070312,670.77001953125,667.52001953125,669.8380126953125,1062264,317.8999938964844,317.8999938964844,315.6199951171875,315.869384765625,2078465,95.81999969482422,96.56999969482422,95.30000305175781,95.92500305175781,12653429,229.02999877929688,229.31350708007812,227.5500030517578,228.07000732421875,2886442,277.54998779296875,277.8800048828125,276.7049865722656,277.4599914550781,3326326
2025-12-08 16:30:00+00:00,669.8800048828125,670.9000244140625,668.0700073242188,669.4299926757812,690379,315.8200988769531,316.1600036621094,311.9100036621094,313.0199890136719,2665657,95.93000030517578,96.52999877929688,95.51000213623047,96.11199951171875,7657343,228.03900146484375,228.38999938964844,227.24000549316406,227.2799072265625,2070338,277.4700012207031,277.8190002441406,277.0000915527344,277.2300109863281,1896481
2025-12-08 17:30:00+00:00,669.4299926757812,670.2098999023438,667.6500244140625,667.8599853515625,569351,313.0436096191406,313.989990234375,312.19000244140625,312.8323974609375,1384447,96.12000274658203,96.23999786376953,95.55000305175781,95.66000366210938,5494339,227.27000427246094,227.77000427246094,227.02000427246094,227.0500030517578,2032964,277.2099914550781,277.84991455078125,276.8699951171875,276.9700012207031,1999024
2025-12-08 18:30:00+00:00,667.75,668.3599243164062,666.02001953125,666.4849853515625,542845,312.8599853515625,314.2698974609375,312.7049865722656,313.6099853515625,1098322,95.6500015258789,96.50499725341797,95.44999694824219,96.31500244140625,6449408,227.02000427246094,227.37399291992188,226.6999969482422,227.08999633789062,2086023,276.9494934082031,276.9494934082031,276.20001220703125,276.3599853515625,1825108
2025-12-08 19:30:00+00:00,666.489990234375,668.3400268554688,666.239990234375,668.2100219726562,483116,313.5950012207031,314.06500244140625,312.8399963378906,313.2699890136719,1012658,96.31500244140625,97.02999877929688,96.0199966430664,96.95999908447266,7141535,227.08999633789062,227.1887969970703,226.71499633789062,226.9741973876953,1794666,276.3699951171875,276.9700012207031,276.1499938964844,276.92498779296875,2861661
2025-12-08 20:30:00+00:00,668.2449951171875,668.3499755859375,666.3699951171875,667.030029296875,827687,313.2650146484375,314.57000732421875,312.6400146484375,314.2900085449219,6086234,96.95999908447266,97.04000091552734,96.23999786376953,96.83999633789062,5815091,226.97999572753906,227.1300048828125,226.27000427246094,226.99000549316406,3015249,276.92999267578125,277.9849853515625,276.6600036621094,277.9599914550781,2613900
2025-12-09 14:30:00+00:00,666.7999877929688,666.7999877929688,653.3400268554688,656.719970703125,2277901,314.45001220703125,314.5715026855469,312.6199951171875,314.1424865722656,2063287,96.79000091552734,97.11000061035156,96.2300033569336,96.6449966430664,7862597,226.88999938964844,227.75,225.11000061035156,227.66000366210938,3766539,277.8900146484375,280.0299987792969,277.3500061035156,277.70001220703125,5341504
2025-12-09 15:30:00+00:00,656.719970703125,658.2957763671875,654.5999755859375,655.5,1193432,314.1424865722656,315.2699890136719,313.5400085449219,314.6199951171875,1009941,96.6449966430664,96.71499633789062,95.87999725341797,96.06500244140625,4915351,227.66000366210938,228.57000732421875,227.5,227.83999633789062,2190514,277.70001220703125,278.0,277.0299987792969,277.4100036621094,2290151
2025-12-09 16:30:00+00:00,655.5,657.423583984375,654.27001953125,655.3300170898438,766280,314.6400146484375,317.67999267578125,314.4599914550781,317.63079833984375,1191496,96.06500244140625,96.62999725341797,95.76000213623047,95.92500305175781,4367552,227.83999633789062,228.36000061035156,227.6999969482422,227.99000549316406,1465538,277.4100036621094,278.1199951171875,277.20001220703125,277.875,1696929
2025-12-09 17:30:00+00:00,655.3300170898438,657.6500244140625,653.7849731445312,657.4849853515625,779705,317.63079833984375,318.7088928222656,317.3299865722656,318.6700134277344,1262633,95.92500305175781,96.06999969482422,95.44999694824219,95.78379821777344,4083576,227.99000549316406,228.41000366210938,227.4199981689453,228.30999755859375,1240343,277.875,278.739990234375,277.79998779296875,278.385009765625,1988455
2025-12-09 18:30:00+00:00,657.4849853515625,660.0900268554688,657.2999877929688,657.97998046875,764940,318.6700134277344,318.70001220703125,317.7101135253906,318.2799987792969,629339,95.78379821777344,97.19000244140625,95.75,96.58989715576172,5067300,228.30999755859375,228.41000366210938,227.91000366210938,227.97999572753906,1005503,278.385009765625,278.8900146484375,278.1199951171875,278.69000244140625,1262893
2025-12-09 19:30:00+00:00,657.97998046875,658.5,656.2899780273438,656.3499755859375,595350,318.2799987792969,318.4750061035156,317.58648681640625,317.9200134277344,764080,96.58000183105469,96.93000030517578,96.3499984741211,96.8499984741211,3500625,227.97999572753906,228.28370666503906,227.66409301757812,227.9149932861328,1275552,278.69000244140625,278.75,277.6499938964844,277.864990234375,1906538
2025-12-09 20:30:00+00:00,656.3499755859375,666.7999877929688,655.5999755859375,656.8200073242188,774237,317.9200134277344,318.0199890136719,314.45001220703125,317.7900085449219,1170453,96.8499984741211,97.23999786376953,96.44000244140625,96.70999908447266,4138582,227.91000366210938,228.0800018310547,226.88999938964844,227.89999389648438,1498414,277.864990234375,278.25,276.9200134277344,277.2300109863281,2737573
2025-12-10 14:30:00+00:00,650.4000244140625,654.510009765625,647.3099975585938,651.3175048828125,1971573,316.6199951171875,319.5199890136719,315.3999938964844,318.739990234375,2497344,96.73500061035156,96.95999908447266,95.08000183105469,95.5250015258789,8028921,228.58999633789062,232.4199981689453,228.47000122070312,231.73500061035156,7146039,277.8699951171875,278.7929992675781,276.5849914550781,277.45001220703125,3868165
2025-12-10 15:30:00+00:00,651.0399780273438,652.9500122070312,648.0800170898438,652.8491821289062,1226649,318.70001220703125,318.8595886230469,317.3599853515625,318.6000061035156,887438,95.5199966430664,95.56780242919922,94.62999725341797,94.94999694824219,6148312,231.73500061035156,232.02000427246094,230.0,231.66000366210938,2842036,277.4549865722656,278.2799987792969,276.44000244140625,278.2576904296875,1880040
2025-12-10 16:30:00+00:00,652.8300170898438,653.3115234375,649.8800048828125,650.25,638304,318.57000732421875,318.82501220703125,317.07000732421875,317.0751037597656,900377,94.95500183105469,95.05999755859375,94.56999969482422,94.79000091552734,3158059,231.63999938964844,232.11000061035156,230.64920043945312,230.72000122070312,1702459,278.2300109863281,278.8900146484375,277.9750061035156,278.5264892578125,1611918
2025-12-10 17:30:00+00:00,650.2000122070312,651.0,644.030029296875,644.8438110351562,1159629,317.0400085449219,318.0295104980469,316.6888122558594,316.70001220703125,711869,94.78500366210938,94.81999969482422,94.16000366210938,94.22000122070312,4973469,230.6999969482422,231.60000610351562,230.19000244140625,230.3350067138672,1515784,278.5199890136719,279.2799987792969,278.0849914550781,278.1199951171875,1374275
2025-12-10 18:30:00+00:00,644.719970703125,649.1699829101562,644.0999755859375,645.489990234375,1289902,316.6499938964844,319.6000061035156,316.45001220703125,318.6099853515625,1057225,94.22000122070312,94.27999877929688,93.3499984741211,93.4749984741211,7085060,230.32000732421875,231.41000366210938,229.83999633789062,230.26499938964844,2879222,278.1199951171875,279.2200012207031,277.9100036621094,278.2200012207031,1631790
2025-12-10 19:30:00+00:00,645.489990234375,650.1300048828125,643.3975830078125,647.9199829101562,1545291,318.67999267578125,320.8500061035156,318.17999267578125,320.510009765625,1555562,93.47599792480469,93.73999786376953,92.9800033569336,93.40989685058594,7418112,230.27999877929688,232.22999572753906,229.8000030517578,231.9199981689453,3311589,278.2200012207031,279.75,277.70001220703125,278.9800109863281,2578278
2025-12-10 20:30:00+00:00,648.0399780273438,650.8800048828125,647.905029296875,649.9299926757812,1033356,320.55999755859375,321.8699951171875,320.489990234375,320.8500061035156,1865336,93.40499877929688,93.43000030517578,92.3499984741211,92.69999694824219,9019771,231.9149932861328,232.38699340820312,231.55499267578125,231.69000244140625,10520445,278.989990234375,279.3699951171875,278.5899963378906,278.7200012207031,2242651
2025-12-11 14:30:00+00:00,642.72998046875,655.280029296875,640.7949829101562,652.6099853515625,2302563,320.94000244140625,321.989990234375,314.5199890136719,317.05999755859375,3634473,93.8550033569336,94.51000213623047,92.76000213623047,94.3949966430664,9038298,230.7100067138672,232.11000061035156,229.4199981689453,230.8800048828125,4677750,279.0950012207031,279.5799865722656,273.80999755859375,276.1199951171875,6887208
2025-12-11 15:30:00+00:00,652.5399780273438,653.1849975585938,646.0300903320312,646.6099853515625,990587,317.07501220703125,317.8900146484375,315.239990234375,315.54998779296875,1521142,94.3949966430664,94.68000030517578,93.70999908447266,94.08499908447266,4362495,230.86000061035156,231.0399932861328,228.69009399414062,228.85000610351562,2150176,276.114990234375,276.5899963378906,275.20001220703125,275.82501220703125,2343607
2025-12-11 16:30:00+00:00,646.7100219726562,649.719970703125,645.2999877929688,648.8400268554688,586515,315.5249938964844,316.5400085449219,314.6600036621094,316.05999755859375,1109293,94.08499908447266,94.81999969482422,93.98999786376953,94.62000274658203,3473366,228.88999938964844,230.27999877929688,228.77999877929688,230.08250427246094,1738077,275.82000732421875,278.17999267578125,275.80999755859375,277.9049987792969,2412367
2025-12-11 17:30:00+00:00,648.8350219726562,650.4500122070312,647.9550170898438,649.3900146484375,651876,316.0574951171875,316.543212890625,309.8800048828125,313.3900146484375,2408094,94.61219787597656,94.7699966430664,94.07499694824219,94.08999633789062,2643380,230.08999633789062,230.3990020751953,229.24000549316406,229.47999572753906,1695827,277.9200134277344,278.3500061035156,277.3800048828125,277.5226135253906,1473658
2025-12-11 18:30:00+00:00,649.3400268554688,653.4149780273438,649.22998046875,651.9199829101562,660057,313.4100036621094,314.55999755859375,311.2349853515625,313.6050109863281,2208647,94.0999984741211,94.45999908447266,94.05000305175781,94.4198989868164,2583434,229.47999572753906,230.07940673828125,229.33999633789062,229.8441925048828,1454306,277.5249938964844,278.2099914550781,277.510009765625,277.760009765625,1432317
2025-12-11 19:30:00+00:00,652.0,653.280029296875,650.2000122070312,650.5499877929688,639281,313.6300048828125,314.29998779296875,312.8399963378906,313.3500061035156,1218542,94.41000366210938,94.41999816894531,93.70999908447266,93.8499984741211,3095959,229.85000610351562,230.10000610351562,229.50999450683594,229.6925048828125,1703233,277.760009765625,278.2149963378906,277.59130859375,278.0950012207031,1817634
2025-12-11 20:30:00+00:00,650.52001953125,652.8699951171875,650.1500244140625,652.780029296875,649752,313.3399963378906,314.1099853515625,312.85009765625,313.7099914550781,1611593,93.8499984741211,94.13999938964844,93.68000030517578,94.11499786376953,2855312,229.7100067138672,230.3000030517578,229.30999755859375,230.27000427246094,2253506,278.0899963378906,278.2099914550781,277.4700012207031,278.05999755859375,1985352
