Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-18 15:30:00+00:00,586.77001953125,594.3499755859375,584.8699951171875,592.77099609375,2462385,111.83999633789062,112.61000061035156,111.2699966430664,112.47000122070312,2823663,225.49000549316406,226.60000610351562,223.60000610351562,226.25999450683594,4801911,282.3581848144531,286.8179931640625,279.010009765625,286.8179931640625,2999708,267.6650085449219,268.1199951171875,266.02801513671875,267.8399963378906,3521812
2025-11-18 16:30:00+00:00,592.7999877929688,594.39990234375,588.3200073242188,588.5645751953125,1678701,112.47000122070312,113.33910369873047,112.33999633789062,112.48999786376953,2699207,226.25,226.52000427246094,222.7100067138672,222.8144073486328,4671663,286.7699890136719,287.95001220703125,284.2799987792969,284.8900146484375,2383926,267.8399963378906,268.3380126953125,267.1400146484375,267.1650085449219,2742457
2025-11-18 17:30:00+00:00,588.5399780273438,599.4299926757812,587.239990234375,594.7901000976562,2253849,112.4800033569336,115.11000061035156,112.23999786376953,114.2699966430664,3973473,222.8000030517578,224.99000549316406,222.4199981689453,223.64999389648438,4259910,284.8550109863281,289.1300048828125,284.1600036621094,288.30999755859375,1921670,267.1600036621094,268.92999267578125,266.42999267578125,268.45001220703125,2282519
2025-11-18 18:30:00+00:00,594.8400268554688,601.0,594.780029296875,599.3250122070312,1450629,114.2750015258789,114.94999694824219,113.87999725341797,114.125,2568106,223.64999389648438,225.74459838867188,223.6179962158203,225.1999969482422,3149853,288.3800048828125,289.43499755859375,287.5400085449219,288.1400146484375,1664236,268.45001220703125,269.2200012207031,267.9599914550781,268.03448486328125,2176560
2025-11-18 19:30:00+00:00,599.219970703125,603.6599731445312,598.5913696289062,601.47998046875,1704247,114.13990020751953,114.77999877929688,114.0,114.44999694824219,2438589,225.22000122070312,226.5,223.86000061035156,224.1699981689453,3730646,288.1700134277344,289.30999755859375,286.57000732421875,287.29998779296875,1644483,268.04998779296875,268.92498779296875,267.67999267578125,268.28021240234375,2115137
2025-11-18 20:30:00+00:00,601.5598754882812,601.72998046875,597.530029296875,597.5999755859375,7902239,114.45999908447266,115.25,113.9000015258789,114.05000305175781,3953458,224.15499877929688,224.27999877929688,222.47000122070312,222.55499267578125,4512476,287.2799987792969,287.5690002441406,284.7799987792969,284.8999938964844,2126294,268.29998779296875,268.42999267578125,267.3299865722656,267.510009765625,3127789
2025-11-19 14:30:00+00:00,593.7150268554688,595.3099975585938,587.4199829101562,592.8049926757812,3583289,112.81999969482422,113.33999633789062,110.33999633789062,111.04000091552734,5734565,223.73500061035156,223.73500061035156,218.52999877929688,220.58999633789062,12848589,287.739990234375,304.25,287.6700134277344,301.6672058105469,11819531,265.5249938964844,272.2099914550781,265.5,271.8500061035156,6778562
2025-11-19 15:30:00+00:00,592.7949829101562,593.1199951171875,586.3300170898438,587.4500122070312,2335402,111.04000091552734,111.4000015258789,109.63999938964844,109.9800033569336,2780630,220.60000610351562,222.2615966796875,219.72000122070312,222.05979919433594,5078015,301.6099853515625,301.92999267578125,296.0320129394531,296.5299987792969,4581886,271.85009765625,272.010009765625,269.3200988769531,269.7300109863281,2792346
2025-11-19 16:30:00+00:00,587.489990234375,589.5499877929688,582.5800170898438,584.080078125,2300509,109.9749984741211,110.20989990234375,109.37000274658203,109.68000030517578,1872787,222.03500366210938,222.89520263671875,221.02000427246094,221.77999877929688,3604178,296.57000732421875,296.7850036621094,293.42999267578125,294.4599914550781,3072589,269.75,270.6549987792969,269.5299987792969,270.3999938964844,2001030
2025-11-19 17:30:00+00:00,584.1099853515625,584.989990234375,581.2899780273438,583.1699829101562,2018061,109.68000030517578,109.77999877929688,108.61000061035156,108.79499816894531,2032322,221.75,221.7707061767578,219.77769470214844,220.58999633789062,3363749,294.4599914550781,295.2799987792969,292.79998779296875,293.32000732421875,2499806,270.4599914550781,271.30999755859375,269.6199951171875,270.0299987792969,2049762
2025-11-19 18:30:00+00:00,583.2100219726562,586.75,583.030029296875,584.1160888671875,1466787,108.77999877929688,109.81999969482422,108.75,109.37999725341797,1504416,220.58999633789062,222.0399932861328,220.5,220.6999969482422,2288970,293.2799987792969,295.05999755859375,293.05999755859375,294.1099853515625,1705740,270.010009765625,271.010009765625,269.6300048828125,269.6700134277344,1644126
2025-11-19 19:30:00+00:00,584.0300903320312,587.6599731445312,582.989990234375,586.5999755859375,2277846,109.37239837646484,110.37999725341797,109.16000366210938,110.16999816894531,1717415,220.67999267578125,223.02000427246094,220.6649932861328,222.67999267578125,2452266,294.0299987792969,296.44000244140625,293.4020080566406,295.7200927734375,1729934,269.6700134277344,270.7349853515625,269.1700134277344,270.0350036621094,2137859
2025-11-19 20:30:00+00:00,586.6699829101562,590.6900024414062,585.8599853515625,590.260009765625,1820451,110.18000030517578,110.54000091552734,109.9000015258789,109.97000122070312,2392185,222.6699981689453,223.25,221.7899932861328,222.69000244140625,3321295,295.760009765625,296.57501220703125,292.9800109863281,293.0,3477767,270.0,270.3299865722656,268.1400146484375,268.57000732421875,3516625
2025-11-20 14:30:00+00:00,602.9450073242188,606.719970703125,596.8900146484375,602.3400268554688,4099749,110.9800033569336,111.0999984741211,107.83999633789062,109.16999816894531,5888910,227.13999938964844,227.18499755859375,224.75999450683594,226.41000366210938,8016557,304.6700134277344,305.5400085449219,300.1900939941406,304.82000732421875,7757273,270.80999755859375,275.42999267578125,270.80999755859375,273.9049987792969,7869887
2025-11-20 15:30:00+00:00,602.3300170898438,603.2550048828125,592.8300170898438,593.7000122070312,1770337,109.16179656982422,109.87000274658203,108.12999725341797,108.31500244140625,3127305,226.4158935546875,227.41000366210938,223.23129272460938,223.74000549316406,4194011,304.80999755859375,306.8900146484375,299.9247131347656,300.2799987792969,3630221,273.9100036621094,274.7300109863281,271.6199951171875,271.7799987792969,2856925
2025-11-20 16:30:00+00:00,593.6099853515625,594.9649047851562,585.1237182617188,587.426025390625,1796868,108.29000091552734,108.5,106.58999633789062,107.44000244140625,3165668,223.58999633789062,224.17999267578125,219.3000030517578,219.4600067138672,5394259,300.1499938964844,300.5,293.32501220703125,295.2699890136719,3672872,271.7799987792969,271.7799987792969,268.04998779296875,268.94000244140625,4056106
2025-11-20 17:30:00+00:00,587.25,590.4998779296875,583.47998046875,589.3599853515625,1466496,107.44000244140625,107.56999969482422,106.55000305175781,107.16999816894531,2154562,219.4600067138672,220.69000244140625,218.22000122070312,219.83389282226562,3824849,295.19000244140625,296.79998779296875,291.6000061035156,295.6199951171875,2720625,268.8699951171875,269.25,267.0201110839844,268.80999755859375,2981937
2025-11-20 18:30:00+00:00,589.2949829101562,589.8699951171875,583.3499755859375,586.578125,1056949,107.12999725341797,107.24500274658203,106.0199966430664,106.6449966430664,1881617,219.8249969482422,219.97999572753906,218.1999969482422,219.57000732421875,2860937,295.57000732421875,296.0190124511719,290.9200134277344,292.7850036621094,2175912,268.7900085449219,268.92999267578125,266.3599853515625,267.7950134277344,2392389
2025-11-20 19:30:00+00:00,586.4299926757812,590.6799926757812,584.3599853515625,588.5999755859375,1248678,106.62999725341797,106.8550033569336,106.08999633789062,106.38999938964844,1980984,219.56500244140625,220.0,218.75010681152344,219.07000732421875,2569420,292.6700134277344,293.5466003417969,291.2099914550781,292.04998779296875,1586231,267.7799987792969,267.9100036621094,267.0,267.32000732421875,2094448
2025-11-20 20:30:00+00:00,588.5999755859375,589.8599853515625,584.2999877929688,589.2000122070312,1711709,106.37999725341797,106.53299713134766,105.38999938964844,105.66000366210938,2898497,219.0500030517578,219.27000427246094,216.74000549316406,217.14999389648438,4524725,292.05999755859375,292.3900146484375,289.1700134277344,290.05999755859375,2108176,267.32000732421875,267.5799865722656,265.9200134277344,266.3800048828125,3489586
2025-11-21 14:30:00+00:00,588.5,596.0,584.9299926757812,585.1199951171875,3693066,105.0,106.52999877929688,104.4000015258789,105.88999938964844,5084200,216.3800048828125,217.91000366210938,215.27000427246094,216.26499938964844,11194304,297.2900085449219,301.9200134277344,295.56280517578125,296.760009765625,9999227,265.8800048828125,270.45001220703125,265.82000732421875,269.8500061035156,10658658
2025-11-21 15:30:00+00:00,585.1199951171875,587.9099731445312,581.8599853515625,587.74267578125,2007970,105.88999938964844,106.0,104.81999969482422,105.23999786376953,2461936,216.27000427246094,218.61000061035156,215.25,218.5749969482422,6341071,296.739990234375,301.8299865722656,294.3599853515625,300.3299865722656,4010585,269.7900085449219,271.4700012207031,269.2200012207031,270.8999938964844,4761138
2025-11-21 16:30:00+00:00,587.7999877929688,593.9093017578125,586.4130859375,592.97998046875,1489299,105.23999786376953,105.54000091552734,104.95999908447266,105.22000122070312,2552825,218.5749969482422,220.72300720214844,216.91000366210938,219.63999938964844,6048938,300.3399963378906,300.375,295.6600036621094,296.489990234375,2730646,270.8900146484375,271.1199951171875,269.80999755859375,270.54998779296875,2949033
2025-11-21 17:30:00+00:00,593.0001220703125,595.0,589.0700073242188,591.625,1093645,105.20999908447266,105.69000244140625,104.80000305175781,104.94499969482422,1815537,219.75,220.0850067138672,218.00999450683594,218.7220001220703,3049149,296.5849914550781,298.17999267578125,295.8299865722656,297.2900085449219,1393147,270.6300048828125,271.6000061035156,270.20001220703125,270.9800109863281,2023820
2025-11-21 18:30:00+00:00,591.530029296875,598.1199951171875,591.1799926757812,597.548583984375,1107144,104.93000030517578,105.6500015258789,104.81999969482422,105.28600311279297,2501464,218.7100067138672,222.10000610351562,218.58999633789062,222.0500030517578,3506398,297.260009765625,303.9599914550781,297.06500244140625,302.66009521484375,3613249,270.9800109863281,273.31500244140625,270.864990234375,272.6099853515625,3562846
2025-11-21 19:30:00+00:00,597.5349731445312,597.739990234375,594.010009765625,594.0700073242188,1133638,105.27999877929688,105.45999908447266,104.79000091552734,104.92500305175781,2592012,222.07000732421875,222.20199584960938,220.17999267578125,220.18499755859375,3265276,302.6499938964844,302.9200134277344,299.94500732421875,299.94500732421875,2460119,272.57501220703125,273.2799987792969,271.3500061035156,271.3699951171875,3135966
2025-11-21 20:30:00+00:00,594.0499877929688,596.0900268554688,593.260009765625,594.469970703125,1341529,104.91999816894531,105.04000091552734,103.80999755859375,104.3499984741211,4721730,220.13999938964844,221.32000732421875,219.88999938964844,220.64500427246094,4137911,299.92999267578125,301.44000244140625,298.80999755859375,299.6600036621094,3148283,271.3500061035156,272.1300048828125,270.5899963378906,271.489990234375,18794685
